-315 -340 

-273 -837 
-269 -812 

202 -376 
228 -357 

-309 671 
-337 633 

-589 133 
-694 88 

267 35 
250 53 

98 -841 
58 -824 

-96 -509 
-86 -469 

694 23 
669 -29 

158 291 
108 256 

-79 134 
-81 142 

-289 -331 
-315 -340 

-136 141 
-145 185 

525 281 
623 263 

-331 -49 
-335 -71 

454 479 
415 434 

-52 -725 
-105 -754 

-310 467 
-363 476 

-223 575 
-215 630 

-241 -39 
-206 -81 

-249 -247 
-258 -276 

279 -101 
289 -103 

